Variedad,N,codi,B1_mean,B1_std,B1_count,B2_mean,B2_std,B2_count,B3_mean,B3_std,B3_count,B4_mean,B4_std,B4_count,B5_mean,B5_std,B5_count,B6_mean,B6_std,B6_count,B7_mean,B7_std,B7_count,B8_mean,B8_std,B8_count,B9_mean,B9_std,B9_count,NDVI,date
M38,200.0,107,0.049566749001846835,0.0003354676815451368,735,0.046550735162228955,0.001282906518645789,735,0.07138904908887383,0.002867063911529083,735,0.0638837853256537,0.0010148413431740177,735,0.10855316369711947,0.002982432703571653,735,0.20988578536883504,0.008245399941858269,735,0.2727859600871599,0.015603383889049978,735,0.26891483644238945,0.019155171569899935,735,0.2739959093989158,0.014577540773662691,735,0.6160814309490743,2024-07-10
M97,200.0,207,0.04904420718700192,0.00028581845768290033,598,0.045442083607549255,0.001245295724970508,598,0.07363052113000366,0.0033791044373425636,598,0.06312991623894426,0.0012018657863796572,598,0.11375964365675298,0.004364162045609445,598,0.22419560154943563,0.00832233620645995,598,0.2953805572611831,0.013472135692284632,598,0.2977492928903637,0.016369940500358643,598,0.2964404817408941,0.012183548198908272,598,0.6501327056703677,2024-07-10
RICASTELLO,200.0,307,0.049354853363811665,0.0006183192078793505,788,0.047048931799564264,0.0027950152963714665,788,0.07559948161168752,0.0065228266567797,788,0.06562789684624841,0.0038173005549547263,788,0.11467076800196303,0.007932513206116994,788,0.21683142027879124,0.012576456462041103,788,0.28302627408565,0.021107849257943394,788,0.2828492295318449,0.02499756734870774,788,0.28504002759904423,0.019005421305214078,788,0.6233445934982661,2024-07-10
QJGC,200.0,407,0.049325287624558,0.00042387199831425156,844,0.046455193469874666,0.0015658900581020636,844,0.07528671156173634,0.00373850225986264,844,0.06430022072453069,0.0012696589101388615,844,0.11319822157728729,0.0037837548764888384,844,0.21929306102589974,0.0076110287015235785,844,0.289891934507831,0.012491190004080843,844,0.29084557266596933,0.015174552229876322,844,0.2897004403209234,0.011462437629494338,844,0.6378939470989061,2024-07-10
M62,200.0,108,0.04975530128866564,0.0004360540301974494,689,0.04758739056192739,0.0016576495922097049,689,0.07485564388280683,0.00364226533692103,689,0.06430522104825268,0.001883982844231524,689,0.11279304626199088,0.00375469133502863,689,0.22348806439359578,0.010851414405385288,689,0.29595683724856,0.020787852983535242,689,0.2984771949978456,0.02569499214411577,689,0.2962831184376134,0.01928293076858972,689,0.6454887656954051,2024-07-10
COPS7,200.0,208,0.04927130195106525,0.00032894168692698987,806,0.04602554832439565,0.0013928624888553574,806,0.0721534416634155,0.0031835516495762866,806,0.06340054306143862,0.0014550476515656353,806,0.11047802492051799,0.0034359070693999565,806,0.21612509071974836,0.00819781899572337,806,0.28371912196611354,0.014624448032326764,806,0.2832787752743099,0.01796904911068263,806,0.2845262286089194,0.013144438666592342,806,0.6342409846321603,2024-07-10
M28,200.0,308,0.04974998117917006,0.00048792847036314535,921,0.04756719566452904,0.0017224628579060365,921,0.07487554891878308,0.003644846385277965,921,0.06411709200416921,0.0013471063584396437,921,0.11262976100726961,0.003735547742534134,921,0.22094078768089204,0.008295104428459958,921,0.29359334972601114,0.014701482252538882,921,0.2951498124809141,0.01709132596360142,921,0.2932047393500611,0.013389494294886145,921,0.6430670835318685,2024-07-10
M97,200.0,408,0.04895560042735673,0.00034832181480305284,993,0.04513581305712251,0.0014063484971456911,993,0.07387160870723974,0.0034086008689792374,993,0.06350411053030393,0.0014689376956438535,993,0.11388562405097401,0.00406855969211992,993,0.22021730236656595,0.008348839990409456,993,0.29071548938271025,0.01527095893614866,993,0.2922258790045947,0.01899832224611693,993,0.29100566760290786,0.014500226153556485,993,0.6429645382817863,2024-07-10
M75,200.0,109,0.04972769493280455,0.0005568344144956701,688,0.04750970352527707,0.0021962489378029785,688,0.07321791316187659,0.004534555745920306,688,0.06410257206406704,0.0017303979864901058,688,0.11005712109942768,0.0045504090159397695,688,0.21424067297647165,0.009609534228809568,688,0.2797687885373138,0.018689029228202786,688,0.27828147799469705,0.0224342643246236,688,0.2801776043204374,0.017135728292220986,688,0.6255516455683903,2024-07-10
M38,200.0,209,0.04935634837431066,0.00033018947777829115,799,0.04607964278162645,0.0011714553881924205,799,0.07090403111616571,0.002576781444127632,799,0.06338638477540284,0.0011527948506711442,799,0.10845726691139804,0.002679861460988804,799,0.21031521258873395,0.006317022417460011,799,0.27363897712717067,0.012258802826124323,799,0.271043760755632,0.013400467808895774,799,0.27439569084157933,0.010027814321288514,799,0.6209290004359332,2024-07-10
M62,200.0,309,0.04936691213125955,0.0003337126661080768,859,0.04614270246903194,0.0011453952811819072,859,0.07328151574095969,0.0027523366080229317,859,0.06315286389884904,0.0010103849934537485,859,0.1115663859286325,0.0027449258894586925,859,0.2223714844034215,0.006704504659220545,859,0.2978268180376437,0.013370148134077858,859,0.30109697726053186,0.015602688461792014,859,0.29764756723388386,0.011997894225846231,859,0.6532442474218352,2024-07-10
M25,200.0,409,0.049128666820142095,0.0005886852768786714,894,0.04553443686807449,0.0021050380181146205,894,0.07268417494942411,0.0035431726897569692,894,0.06293539179518186,0.001361085397287153,894,0.1109174519310595,0.003323822007223851,894,0.21750601612748183,0.00792776371684015,894,0.28893445588865,0.015356143021919713,894,0.2899750575123217,0.0193675730659217,894,0.28915835386954697,0.014395098059176253,894,0.6433350618057557,2024-07-10
M76,200.0,110,0.04971628999212637,0.0004120498939616736,671,0.0472108127463237,0.0014563892028922841,671,0.07334254075802207,0.0033234858980725167,671,0.06436444323748661,0.001151601673770989,671,0.11122471316205407,0.003409173661190445,671,0.21516282014804164,0.007526007740101863,671,0.280664640105428,0.013239111533584166,671,0.27900170498206966,0.01640483503907051,671,0.2815650223619714,0.0122473563814224,671,0.6250973279035621,2024-07-10
M75,200.0,210,0.04945289048572515,0.00036813853842266323,894,0.04662061004297312,0.0013842594720949546,894,0.07195066925663277,0.0028540957605544,894,0.06362525462037498,0.0011819033195584084,894,0.1096119806003784,0.00326590804611858,894,0.21305567252822638,0.007731623121292051,894,0.27673322775753284,0.01378133095044092,894,0.27471893105730916,0.016979055970490195,894,0.27752791368454627,0.012501779032962334,894,0.6239021841446027,2024-07-10
GAVINA,200.0,310,0.04914661516462054,0.0003193126490034634,875,0.045553309849330356,0.0011531265212759662,875,0.07132679530552455,0.0025291834257416042,875,0.06291264997209821,0.0010775382895915524,875,0.10934718540736607,0.0030354056254099284,875,0.21501729910714285,0.00683333789598846,875,0.28296744210379465,0.012678334222606225,875,0.28269161551339284,0.015585469069262873,875,0.2835189732142857,0.011435175757517712,875,0.6359266580016248,2024-07-10
M2,200.0,410,0.05001800710504705,0.0004016975791142648,704,0.04875994812358509,0.0014172026748710787,704,0.07941983504728838,0.0037605616662854673,704,0.06548461588946256,0.0012203245692929729,704,0.11819491603157738,0.004089246705714213,704,0.23175196214155716,0.007256973443915812,704,0.31115538423711603,0.012609265622534012,704,0.3180029608986594,0.014204457013182592,704,0.3097631497816606,0.011058301239096279,704,0.6584785539186164,2024-07-10
M97,200.0,111,0.049198675391308754,0.0002729964382244412,607,0.04569300945351112,0.0011138441871391437,607,0.0736515541642266,0.0030240800748541296,607,0.06370734225780607,0.0009762557984347117,607,0.11318073555508006,0.0038542790148562954,607,0.22192973556392864,0.012075572605170656,607,0.29201755178033617,0.023134556374495636,607,0.29335879179751856,0.02850296048250512,607,0.2934871466195171,0.021970539036804407,607,0.6431622258080902,2024-07-10
M110B,200.0,211,0.04915923955608216,0.0002694319994446837,654,0.04541407010606305,0.001071191386065663,654,0.06993522994015194,0.002645537865585393,654,0.06289236552853832,0.0010282174367194593,654,0.10803378977177705,0.0030108109240770857,654,0.2133529616422974,0.007406137320997705,654,0.28258479407074255,0.014266285370149512,654,0.2823309475493358,0.01729320700276073,654,0.2834803030031537,0.013286448052377607,654,0.635642419581604,2024-07-10
M25,200.0,311,0.04895099382944058,0.00036111175924851915,965,0.04496651684064321,0.0012480111483241664,965,0.0709798862279388,0.002955393116562716,965,0.06223808644349093,0.001039902267836062,965,0.10886428912068896,0.0032010156222765326,965,0.2182158791339459,0.007892063572362351,965,0.2900389360022668,0.015127895612875341,965,0.29162395259876944,0.018721448015925155,965,0.29083302552218265,0.013832710868351797,965,0.6482353031597261,2024-07-10
GAVINA,200.0,411,0.0489773389845121,0.00030888835523606306,926,0.0447778722379944,0.0011508306223714326,926,0.07026475449102744,0.002384580081725989,926,0.0625895423971551,0.0010870229738523202,926,0.10808387739869482,0.0027045928189471722,926,0.21474844024196815,0.008993302452164183,926,0.2872512191212203,0.019290730332984327,926,0.28874671227473675,0.023671885758944477,926,0.28763746751822356,0.01779114949246902,926,0.6437057572916487,2024-07-10
M110B,200.0,112,0.04947012934544131,0.0003231245072513506,746,0.04628112424794215,0.0012900598087212062,746,0.07186577722789775,0.002847730114279569,746,0.06416658294105018,0.0011249278200117156,746,0.11011881483144478,0.0033035645618296264,746,0.214053749718551,0.007476919760760349,746,0.2815533758168566,0.014239684233165587,746,0.28019309363480227,0.01763520753768409,746,0.2827686585945354,0.013424434333537832,746,0.6273281263410867,2024-07-10
RICASTELLO,200.0,212,0.04967216209129051,0.0005131129095378228,972,0.04817338244905197,0.0023794304561659024,972,0.07745035587514869,0.006033133000552203,972,0.0662418255590117,0.0030499203836765244,972,0.11679034762912327,0.006805064296836186,972,0.21806966522593557,0.01315445335592772,972,0.2805022879392522,0.02330703653747533,972,0.2796423641251929,0.028122976125798206,972,0.2823778317298418,0.021599416939130086,972,0.6169710698861889,2024-07-10
M75,200.0,312,0.049536375194068887,0.0006676223991241904,746,0.04700403494745413,0.0029174573425749923,746,0.0735141713242109,0.007279671858880893,746,0.06435969559820344,0.0028213014948169912,746,0.11102685595964938,0.007707846848553911,746,0.21238295322448894,0.010414221672086645,746,0.2765140686853322,0.017321810592443553,746,0.274542800862412,0.020106091078744878,746,0.27739762620695796,0.014934635429000599,746,0.620187539068879,2024-07-10
COPS7,200.0,412,0.04893319313622144,0.00028326470265109787,919,0.04467669664451425,0.0009612230958248763,919,0.0701001222297079,0.0024321794136359246,919,0.06253529944020335,0.0008081213288246895,919,0.10780823451261136,0.0028699478637417082,919,0.21254250163470387,0.010052680356345385,917,0.28116133630729734,0.021012554825227042,919,0.2808749559006053,0.025454467519119166,919,0.2813296312865547,0.018762107527317645,919,0.6357982997441831,2024-07-10
QJGC,200.0,113,0.04971026113905046,0.00047245286064387685,908,0.047559057563412034,0.0017653064673852255,908,0.07541602718672563,0.00421894585032771,908,0.0649301974258759,0.0013607636374925688,908,0.11338231427028841,0.004273913887766122,908,0.2229782642246868,0.007586212307552114,908,0.2965958381014248,0.01316813799061335,908,0.2989843427347192,0.01635206671444364,908,0.29761313551848156,0.012093274518171682,908,0.6431568939387676,2024-07-10
M25,200.0,213,0.04929731851200089,0.0003380889050903229,803,0.046015424716517164,0.0013384193823500275,803,0.07290927321646608,0.0031256963355505364,803,0.06333219307297341,0.001020207519088469,803,0.11133939332118813,0.00342943528206647,803,0.22406967372110445,0.007081887383992774,803,0.30123889965850714,0.012877953929884993,803,0.30556608701257004,0.01565759190642867,803,0.30213413262278177,0.011661693355924279,803,0.6566414294027753,2024-07-10
M38,200.0,313,0.04935190187278369,0.00035643326002928106,846,0.04609429469908947,0.0012489946334696303,846,0.0714841125704718,0.002731921840900394,846,0.06403307993643109,0.001328309757507049,846,0.10917707763383293,0.0031285088354887592,846,0.2084074629114029,0.008292331114488358,846,0.27065967893487736,0.015435047383547961,846,0.2667000772823397,0.018169980793867106,846,0.2712523548315603,0.0137120319408697,846,0.6127810076564232,2024-07-10
JSENDRA,200.0,413,0.04897238283741231,0.00025232864051527164,784,0.04469953264508929,0.000951187333132008,784,0.06918926141699966,0.0018554652691327158,784,0.06303045214438925,0.0008465639805409725,784,0.10684278059978874,0.0020613399794444354,784,0.20843396868024552,0.007019907349923593,784,0.27638258252825054,0.014998281967713807,784,0.27445512888382895,0.01858634781062258,784,0.2768829696032466,0.013964130985528164,784,0.6264702512483395,2024-07-10
JSENDRA,200.0,114,0.049410470589461734,0.0003235437927166498,726,0.0459920079254907,0.001225375055190436,726,0.07065475610990499,0.0025636308614879998,726,0.0639817629307098,0.0009348642413094649,726,0.10838652051184788,0.002540936196423941,726,0.21274968086852186,0.006064799036275803,726,0.28298624422267776,0.011210166021484082,726,0.2823697975515991,0.01463839131602133,726,0.2842464604653603,0.01012335379516038,726,0.6305386189592301,2024-07-10
M28,200.0,214,0.0499580874549575,0.00038868454802029194,761,0.0480970264890974,0.0016913027303515518,761,0.07535068246287523,0.0036335699173109656,761,0.06479070315066525,0.0012010430013858575,761,0.11332935227984355,0.003774092832318808,761,0.22500341668548784,0.007857293278852788,761,0.30238270101660025,0.012991386766363208,761,0.3067745454364631,0.016570113728012127,761,0.3024736522218401,0.011284355229445162,761,0.6512553130464649,2024-07-10
COPS7,200.0,314,0.04920403405135283,0.0003785612769968616,721,0.045441705542364666,0.0015110261271266204,721,0.07147598266601562,0.003026277450685865,721,0.06320278786753153,0.0016285196745805257,721,0.10952652972217407,0.003418572898632049,721,0.21787559308225338,0.007270969241507118,721,0.292599174086826,0.015222921352850702,721,0.29468651717314276,0.018403233582583518,721,0.2923119660058729,0.014136967498680944,721,0.646802589642356,2024-07-10
RICASTELLO,200.0,414,0.04943701735881816,0.0005037901047789992,698,0.04715446209839217,0.0022170682319666486,698,0.0763326114774775,0.0049084337036382885,698,0.06613858176507376,0.0025606237069002087,698,0.11529746506480569,0.00513852543570673,698,0.2186214589116225,0.011585062781234855,698,0.28689789430459794,0.020632943123845157,698,0.2881890764209124,0.024818698933010627,698,0.2872696141458856,0.018877920400860816,698,0.6266812356468222,2024-07-10
RICASTELLO,100.0,101,0.049906109195388626,0.0005329129603440773,821,0.049164770872090535,0.002581940220470209,821,0.07885255244414205,0.006144909250360701,821,0.06809714127980836,0.003338976646931691,821,0.11874469566577535,0.0070277789189263865,821,0.22335822863933086,0.012368971281817092,821,0.2918514572310825,0.020831723700600435,821,0.2954785141381509,0.025658512737310655,821,0.2932553401672884,0.01931702677970226,821,0.6254031849215798,2024-07-10
GAVINA,100.0,201,0.04934570116874499,0.0003055422484712083,702,0.0461538157232127,0.0012374700402823023,702,0.07217932154989651,0.0027114002958411104,702,0.06354178186835047,0.0009769876340590968,702,0.11069460268373843,0.0030523391385203482,702,0.21747873855112623,0.007899557533274546,702,0.2868741462033698,0.014721215034405216,702,0.2883115806470909,0.018102434265874347,702,0.2874035088085381,0.013126918814407371,702,0.6388166853709583,2024-07-10
OJGC,100.0,301,0.04962820755807977,0.0004996342880649987,912,0.04768727955065275,0.001874111252662685,912,0.07686415889806915,0.004060678030657562,912,0.06480105717976888,0.001442116352914784,912,0.11503345087954872,0.004173745403691489,912,0.2243513308073345,0.007710182214515937,912,0.29766169765539335,0.012897405539640657,912,0.3013301983214261,0.016091603976277635,912,0.29745470013534814,0.011299341630874099,912,0.6460228062689536,2024-07-10
M76,100.0,401,0.04928510726275169,0.0002812036830647284,537,0.046113545224209296,0.0010192601481380384,537,0.0734995694577805,0.002740910850454645,537,0.063860788469652,0.00099409343747503,537,0.11236887670762045,0.0029346851532117244,537,0.21939527344659276,0.005800267752137196,537,0.2914895851518855,0.011416041471867124,537,0.2935893309182961,0.013223782831193222,537,0.2905646808986557,0.00993955329583235,537,0.6426869932006231,2024-07-10
COPS7,100.0,102,0.04933519007463099,0.0002870547820592271,777,0.04584907718300052,0.0010520457166145328,777,0.07128593022605474,0.0027777919630992453,777,0.06319054857644335,0.0009468376018222027,777,0.10948408954085223,0.003222277332739502,777,0.2202074991076456,0.007110609956508005,777,0.2955452269722289,0.012445542314571166,777,0.29921849077732865,0.015736304272827052,777,0.2959103381771839,0.011689904217914751,777,0.6512749864676594,2024-07-10
M2,100.0,202,0.050282498974820754,0.0004007598187042598,924,0.04982930963689631,0.0015281723139154249,924,0.08066500213755158,0.003840550413837003,924,0.06571519942510695,0.0011935342623923383,924,0.12008939470563616,0.004316265076719119,924,0.23837415686933508,0.008761574679332862,924,0.32005158131256767,0.01315102219318742,924,0.32995671524113906,0.016466427427990638,924,0.3188206396061621,0.01202793515112582,924,0.6678298509989595,2024-07-10
M97,100.0,302,0.0489642513086387,0.00030169945197989383,869,0.04511458525311961,0.001180702014002609,869,0.07316628863265517,0.0031639697454964324,869,0.06308101482852281,0.0011036656900192362,869,0.11369947075706631,0.004132449048427456,869,0.22559322449362593,0.007927227452598445,869,0.3007389327599072,0.013268988291653315,869,0.3064440693213284,0.01614337291790195,869,0.30163005306476554,0.012080919702885995,869,0.6585833139114207,2024-07-10
M75,100.0,402,0.04940721138038827,0.0004657595216041058,597,0.04640912770026892,0.0019083935218445866,597,0.07307474976608302,0.004582376862118291,597,0.06393417920698873,0.0015925799261954246,597,0.11146974803215295,0.004710653024719721,597,0.2156128236396828,0.007406513008649122,597,0.2826689907054805,0.012610718619665125,597,0.28295944443899185,0.014428982776079112,597,0.282258945893203,0.01090745776010129,597,0.6313902888440738,2024-07-10
GAVINA,100.0,103,0.04942509976588465,0.0003338559849845785,677,0.04611823900411541,0.0012940641376471551,677,0.07139594163993261,0.0025049016771516966,677,0.06359485755818986,0.0010493793478817575,677,0.1095418775099243,0.0027819826956467886,677,0.220771733203702,0.005857705115711694,677,0.2978976544108313,0.011096945843134783,677,0.30245987456869694,0.014034256307965063,677,0.2990713189940685,0.010804205582464277,677,0.6525390769370207,2024-07-10
JSENDRA,100.0,203,0.049316549406409525,0.00027068709813503176,453,0.04604370336132597,0.0011874463262174042,453,0.07072553992534579,0.0029353167956506928,453,0.06331679152600286,0.0010606973275978492,453,0.10899226712864755,0.0032996399758422742,453,0.21268830288851234,0.007134105111670677,453,0.27865307536346234,0.012205650320612679,453,0.2787743035794357,0.01506265801054573,453,0.27919221924367066,0.011712100354653468,453,0.6298249651515337,2024-07-10
M76,100.0,303,0.04948211260289954,0.0003200696460093492,745,0.046802566835544256,0.0011947792129905095,745,0.07339788859322567,0.003403983197869767,745,0.06394506876900692,0.0011114477426708473,745,0.11188647379011116,0.0035469818141212524,745,0.21467160218514053,0.007710827495229949,745,0.27846237285025166,0.013275226699509955,745,0.27751378821046563,0.015605330308908413,745,0.2785110985672714,0.011432841691075186,745,0.6254595980630774,2024-07-10
M110B,100.0,403,0.04921862333437651,0.00026494325980096266,518,0.045872084422461316,0.001044741168150774,518,0.0717436153456051,0.0024351715662557258,518,0.06398281995854323,0.0011343815410827498,518,0.1101559524830704,0.002639639222094375,518,0.2088946044214904,0.005299215538347729,518,0.2698345405254585,0.010322080758072586,518,0.2669041755116584,0.011613168763762055,518,0.26965108157124756,0.008254926920339016,518,0.6132648255479399,2024-07-10
M2,100.0,104,0.05072918932994747,0.0004323784341954501,882,0.05122931690172814,0.001650024454410481,882,0.08356842594622485,0.003899508467592459,882,0.06760399574054882,0.001323153735557772,882,0.12347088595366532,0.004424750439639975,882,0.2467543413849915,0.008686632734074542,882,0.3380703396267361,0.014709777702342768,882,0.35222648222700537,0.017959444903657633,882,0.33687240358382936,0.013240185362056782,882,0.6779462221617295,2024-07-10
M62,100.0,204,0.049682048144261484,0.0002919645284794233,724,0.047273899310201574,0.0011581137106208292,724,0.07474644803210517,0.003169117108327728,724,0.06424347998687575,0.0011643484813468321,724,0.1138119565847829,0.0034120171821720373,724,0.22701309794220476,0.008691461454858062,724,0.303252920920019,0.01644228113783726,724,0.3093438754424206,0.019699456725782025,724,0.3031315039534595,0.015527228348527924,724,0.656072513947629,2024-07-10
M110B,100.0,304,0.04933742581285196,0.0002934821795752017,788,0.04623655135256385,0.001144616284354471,788,0.07158308464863579,0.0026138138440176396,788,0.06366427174679519,0.0009763278922471513,788,0.10962160952805262,0.002795825065390373,788,0.21216238573723034,0.0065407284964086945,788,0.2766633590465875,0.012277212493841151,788,0.27523005916382454,0.01369095131852856,788,0.2763091343913587,0.009959895988739989,788,0.6242824624671219,2024-07-10
M38,100.0,404,0.04931717398781447,0.0003153667203382569,477,0.04622835683122871,0.001222617028383904,477,0.07186598547849515,0.0028127152740130934,477,0.06451858264595207,0.001287408425987409,477,0.10979437678115173,0.0030670727952526655,477,0.207742495106951,0.006991749224618692,477,0.2675986619865369,0.013052223156441958,477,0.26377764687848043,0.01469379005704377,477,0.26669677798353153,0.010759961499058652,477,0.6069489878734629,2024-07-10
M25,100.0,105,0.049668492375032514,0.00041579273304760467,841,0.04716886323073815,0.001557108399545423,841,0.07439586353642196,0.0037014507775312093,841,0.0650852625208434,0.0011486916683056017,841,0.11320032035836708,0.0037005562253425157,841,0.22762861943556778,0.0073033636609939785,841,0.3097477571575877,0.012778377625449382,841,0.31722808366156363,0.01599376052081976,841,0.31052234481829666,0.011723191433849263,841,0.6595187525062737,2024-07-10
QJGC,100.0,205,0.04995797729492187,0.00042131424060380673,625,0.04868832092285156,0.0017461063322904806,625,0.07788790283203124,0.0044602141124704476,625,0.06578951416015626,0.0013398122417800965,625,0.116232373046875,0.004611985791293046,625,0.22789912109375,0.009261055516811273,625,0.303655810546875,0.01547446365844212,625,0.30903388671875,0.018684146988620302,625,0.303149853515625,0.013871026994192178,625,0.6489572742476086,2024-07-10
JSENDRA,100.0,305,0.04938459257342725,0.0003202856516386094,686,0.04630454149607667,0.0012719000219451075,686,0.0715195792061942,0.002959589259975966,686,0.06410051017738988,0.0011473617036911097,686,0.10965992340888643,0.0033925096839680377,686,0.21120693106693011,0.007312519956097794,686,0.2760278685099877,0.012764693589733209,686,0.274459794380922,0.01485783065139854,686,0.27576971471135886,0.01095657147956865,686,0.6213347559394723,2024-07-10
M28,100.0,405,0.049902461063911725,0.0003943129416900192,478,0.048612810079023926,0.0015477559471362516,478,0.07720869056350517,0.003714743745217625,478,0.06626205763557466,0.0013663699970082167,478,0.115588048511968,0.004029945998581101,478,0.21812371928322763,0.00857498088432097,478,0.28267870787297333,0.013202993194290675,478,0.2826748772146313,0.01510043226940596,478,0.2805884772264808,0.01138557676950403,478,0.620206111663014,2024-07-10
M62,100.0,106,0.049631639784135616,0.0005555240436390153,421,0.04805544493034163,0.0038932330664009744,421,0.07703895297016497,0.005818629523362768,421,0.06622568162206799,0.004393073674397318,421,0.11573521484954906,0.005335756027557,421,0.21974229246307156,0.007720265663373946,421,0.28658350856173914,0.013256062215110958,421,0.28814537791345013,0.016360374755614242,421,0.28476089876224764,0.012186959352029129,421,0.6262353832794844,2024-07-10
M2,100.0,206,0.05052015858311807,0.0011654869453495006,744,0.05115915113879788,0.006118080985434059,744,0.08292906771423997,0.0066109783503874335,744,0.06777296784103558,0.0043400951607693895,744,0.1217515391688193,0.0058411568227823675,744,0.23408387296943253,0.009629282143627182,744,0.31035890886860507,0.015913669683199246,744,0.3163129129717427,0.019633534679678953,744,0.3076699984970913,0.01425090345600396,744,0.6470947190372178,2024-07-10
M76,100.0,306,0.04985796570018598,0.000633492232686659,628,0.047988150529800704,0.0028559042753181782,628,0.07507847828470218,0.0041124379060050046,628,0.06583225954869751,0.0018450977544028618,628,0.11360689637007987,0.003784183358911611,628,0.2171725133422074,0.008170562159176767,628,0.28480986576930734,0.013930516169882255,628,0.28537521848253383,0.017784144666633916,628,0.28470043012291,0.0124054066026662,628,0.6251090101057397,2024-07-10
M28,100.0,406,0.050338158670316505,0.0004610932107730154,683,0.049428987293606445,0.0017751660587606124,683,0.07694366142306461,0.004196518661720181,683,0.06705932282075003,0.0013176122348966535,683,0.11520671704852214,0.0041710388822797624,683,0.22313436617090274,0.008494953771112741,683,0.29636486941514917,0.013546022166807456,683,0.29902177534201135,0.017767072115456434,683,0.29609814220780334,0.012230767007463212,683,0.6336367916437187,2024-07-10
M38,100.0,107,0.049796832606123,0.0003665581233532564,812,0.047332265694153136,0.0014099162586663314,812,0.07269032952820727,0.002893180189476022,812,0.06639498442851852,0.001099788137141396,812,0.11066953536912139,0.0029828346906559415,812,0.21018128794402324,0.008904271891232381,812,0.27475283768376696,0.014354884886070025,812,0.27235863596347754,0.01884574833555581,812,0.27549332116037756,0.012974970738361243,812,0.6080042813907752,2024-07-10
M97,100.0,207,0.049397226265276685,0.0005735739360064942,614,0.046775587995199895,0.002226145789514221,614,0.0762603772191349,0.003994242469448517,614,0.06575063152499619,0.0015293770487624975,614,0.11730697333618562,0.0044602690856024455,614,0.22676064059478063,0.00857753457091368,614,0.30002879785792447,0.014138869794573815,614,0.30500107557066874,0.017934187238898305,614,0.30018590871208267,0.012160543989068207,614,0.6453117800046672,2024-07-10
RICASTELLO,100.0,307,0.04990793510273042,0.0005415682535977765,791,0.04954561120188794,0.0025255271586500944,791,0.08076285110261437,0.005892754439470334,791,0.06927752102973639,0.003852519473926177,791,0.1207106984520682,0.006649502802044663,791,0.21674641104021808,0.011453572990276833,791,0.27708201643489255,0.020204996600017934,791,0.27540682902378316,0.024405016145079162,791,0.2765579320085335,0.018246059290323892,791,0.5980234030411906,2024-07-10
QJGC,100.0,407,0.049697481518585475,0.00043666744718603805,793,0.04837941943020718,0.0019201489631425434,793,0.07854112911344627,0.004184668616198731,793,0.06707244622902792,0.0017488818285923983,793,0.11684388861830568,0.00390227782866376,793,0.21935357843040668,0.008162278679771023,793,0.2855566344676072,0.014179659471607148,793,0.28598197561795596,0.01805922242193777,793,0.2833763786402506,0.013131722799638769,793,0.6200447178758318,2024-07-10
M62,100.0,108,0.04995795245810505,0.0003496929194268015,693,0.04820387428801125,0.001394376434079546,693,0.07681639920409451,0.0030798742326951763,693,0.0668715549925877,0.001123142295927263,693,0.11585749726618867,0.00325478027897263,693,0.22518132637761545,0.007899563033528945,693,0.2999541707885214,0.0139043783172342,693,0.3043348964674648,0.017058132635175954,693,0.29938686530483405,0.012736258775825869,693,0.6397069354287119,2024-07-10
COPS7,100.0,208,0.04951847997205011,0.0003022688309573549,870,0.04689570021355289,0.0012475140954440625,870,0.07425570433167206,0.0030574437790676728,870,0.06558856744875853,0.001059217796071905,870,0.11308998020215966,0.003192835250905581,870,0.2172760009765625,0.007605826857116508,870,0.28595923062028555,0.014557321302885697,870,0.28665383876055134,0.01665895731824957,870,0.28459384962059986,0.012488202756130627,870,0.6275941437341623,2024-07-10
M28,100.0,308,0.05001578828514251,0.0004267440957179277,853,0.04889578332934542,0.0017588229001372412,853,0.07779205250712101,0.0038799856068045856,853,0.067248502062745,0.001665935781474269,853,0.11649750936492527,0.0037990670526001948,853,0.2160798013559679,0.007489423427655711,853,0.27890204265276963,0.013415428780002667,853,0.27704589056661233,0.015482613217344064,853,0.2772252215869541,0.011403018970439825,853,0.6093546482173473,2024-07-10
M97,100.0,408,0.049071741468123806,0.00027258426176885093,786,0.0458701912683385,0.0012642377023893876,786,0.07521920531760645,0.0031964960746575753,786,0.06518402293741551,0.0012964189913850183,786,0.11529051802540553,0.003408430394590394,786,0.22125401387687857,0.00682423230582694,786,0.29159458538958133,0.011573358809820692,786,0.2942500223640267,0.015031370120591433,786,0.2892280170935711,0.010264216162901393,786,0.6372963341146585,2024-07-10
M75,100.0,109,0.05012818249789151,0.0005431299584783892,880,0.048915464227849786,0.002197433636337666,880,0.07640254280783913,0.005375690145504893,880,0.06763125332919034,0.002377072346583132,880,0.1150837464766069,0.005806755998377083,880,0.21772443597966976,0.008632781327629109,880,0.284137656471946,0.014327926304400206,880,0.28336471210826525,0.01752411894079151,880,0.28398732272061433,0.013179229733653153,880,0.6146323035656566,2024-07-10
M38,100.0,209,0.049687383396555235,0.0004081201947865934,882,0.04747638140135611,0.001695282300413944,882,0.07361530987313546,0.0028538006686374857,882,0.06647430471822519,0.001500754072404002,882,0.11219310111740008,0.0033078431462446574,882,0.20864691701876062,0.006876510908675163,882,0.26812877352275544,0.011853876394431716,882,0.2636561664053642,0.014752073773915266,882,0.26763763773738664,0.010909525830460056,882,0.5972846463279694,2024-07-10
